pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2025-07-04,88.3,-0.87,6.13,"Casparius, Ben",670623,676508,,ball,,,,,14,Ball,R,R,R,LAD,HOU,B,,,0,1,2025,0.8,0.35,1.68,1.46,,,643289,2,2,Top,,,,,,,4.527465377962018,-128.3537458,-5.931122764,7.739469755,28.46724601133826,-27.20422064,3.46,1.46,,,,87.4,3091,5.9,777235,669257,518692,669242,571771,605141,624424,681624,606192,54.57,,,,,,,,13,2,Sweeper,0,2,2,0,2,0,2,0,Strategic,Standard,64,-0.01,0.027,,,,-0.027,,-2,2,0.32317843230338245,0.6768215676966176,26,26,26,26,2,1,6,1,5,1,2.59,-0.8,-0.8,45.9,,,,,
FF,2025-07-04,91.1,-0.67,6,"Littell, Zack",664034,641793,,foul,,,,,5,Foul,R,R,R,MIN,TB,S,,,0,1,2025,-0.76,0.97,-0.16,2.5,,,668904,2,2,Bot,,,,,,,2.926074175,-132.8151354,-5.092927027,-9.644307119,24.102802453721118,-19.7815181,3.22,1.46,239,75.2,39,91.7,2041,6.2,777247,643376,666018,664040,691406,673490,663968,802415,666139,54.31,,,,,,,,14,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,217,0,-0.055,67.3,6.4,,0.055,88,0,0,0.5236735146999751,0.5236735146999751,29,30,30,31,1,0,6,1,5,1,1.73,0.76,0.76,37.1,-4.398628097,19.331734875244578,38.545816666215984,33.079746654274494,19.13433061193189
SL,2025-07-04,88.9,-2.22,6.66,"Mikolas, Miles",664023,571945,,ball,,,,,3,Ball,R,L,R,CHC,STL,B,,,1,2,2025,0.12,1.02,0.49,3.57,,,,2,2,Bot,,,,,,,6.382498765512545,-129.4047975,-3.705976858,0.083730258,25.082415864514914,-20.06922225,3.52,1.66,,,,88.8,2344,6.1,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.44,,,,,,,,16,4,Slider,4,0,4,0,0,4,4,0,Infield shade,Standard,217,0.009,0.042,,,,-0.042,,4,4,0.8628115668867313,0.8628115668867313,36,30,37,31,2,1,6,1,6,1,1.84,-0.12,0.12,42,,,,,
FF,2025-07-04,95.3,-2.16,5.29,"Perkins, Jack",642086,678022,double,hit_into_play,,,,,4,Dominic Smith doubles (5) on a fly ball to center fielder Denzel Clarke.,R,L,R,ATH,SF,X,8,fly_ball,2,2,2025,-0.8,1.2,-0.31,2.38,,,,0,9,Top,152.32,48.31,,,,,6.641352125029258,-138.5470295,-4.661902852,-11.85214761,32.51208940891223,-15.85313227,3.23,1.57,362,100.3,23,94.9,2342,6.2,777244,669127,701762,680869,691777,680474,691016,672016,671732,54.27,0.44,0.613,1.25,1,1,1,5,71,7,4-Seam Fastball,11,1,1,11,1,11,1,11,Strategic,Standard,227,-0.001,0.744,67,6.8,1.03,-0.744,100.3,10,-10,0.9999227822077663,7.72178E-05,25,30,26,30,1,0,6,1,7,1,1.32,0.8,-0.8,28.1,8.746284447667861,-1.375540356,37.81238350291933,36.46524186454813,30.74212629733317
FF,2025-07-04,93.4,2.72,6.1,"Abbott, Andrew",679032,671096,,called_strike,,,,,6,Called Strike,R,R,L,PHI,CIN,S,,,1,0,2025,0.7,1.37,0.52,2.32,,,,1,2,Bot,,,,,,,-7.180233614,-135.6833424,-6.982545095,10.216357326330684,30.82178777200857,-13.83158026,3.47,1.69,,,,93.1,2270,6.3,777255,663886,668715,669289,682622,682829,669720,670770,677956,54.2,,,,,,,,18,2,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,145,0.008,-0.049,,,,0.049,,2,2,0.731316852,0.731316852,26,24,26,25,1,0,6,2,5,1,1.26,0.7,-0.7,45.6,,,,,
FF,2025-07-04,96.7,-1.76,5.73,"Strider, Spencer",596142,675911,,called_strike,,,,,8,Called Strike,R,R,R,ATL,BAL,S,,,0,0,2025,-0.71,1.36,-0.16,2.07,,,,1,2,Top,,,,,,,5.972752182885854,-140.676112,-7.442994394,-10.79695529,29.764703398824974,-12.67149998,3.34,1.62,,,,98.3,2335,7.1,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.44,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212,0,-0.039,,,,0.039,,0,0,0.5233445481153619,0.4766554518846381,26,32,27,33,1,0,5,2,6,1,1.07,0.71,0.71,40,,,,,
FC,2025-07-04,92.7,-2.28,5.56,"Rocker, Kumar",455117,677958,field_out,hit_into_play,,,,,6,Martín Maldonado flies out to center fielder Evan Carter.,R,R,R,SD,TEX,X,8,fly_ball,0,2,2025,-0.2,0.54,0.79,2.46,,,,1,3,Bot,134.37,71.72,,,,,8.393988524861363,-134.7274459,-3.317944453,-4.320539302,30.14240854241842,-25.00891117,3.35,1.52,316,86.6,37,93.7,2199,7,777239,543309,669394,543760,669701,608369,696030,694497,666969,53.48,0.003,0.003,0,1,0,0,3,22,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,215,-0.028,-0.163,70,7.5,0.003,0.163,88,-2,-2,0.30122618838244364,0.30122618838244364,25,38,26,39,1,0,6,2,5,1,2.12,0.2,0.2,26,10.251551770656114,-5.937171703,32.795911089399226,44.99097642031727,35.361699536805304
FF,2025-07-04,93.3,-1.94,5.91,"Vásquez, Randy",543309,681190,field_out,hit_into_play,,,,,4,Kyle Higashioka flies out to left fielder Gavin Sheets.,R,R,R,SD,TEX,X,7,fly_ball,3,2,2025,-1.12,1.37,-0.67,2.68,,,,1,3,Top,82.31,108.65,,,,,5.670997990355391,-135.5830717,-5.438698837,-15.0392184,32.96885169747094,-14.36646768,3.5,1.67,251,92.6,51,92.1,2281,5.9,777239,455117,650333,630105,592518,593428,657757,701538,665487,54.59,0.011,0.015,0,1,0,0,3,16,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.018,-0.332,70.8,7.1,0.022,0.332,92.6,0,0,0.5250391702700967,0.4749608297299033,26,35,27,35,1,0,6,4,6,1,1.28,1.12,1.12,31.8,12.983581649731303,-15.25847749,36.42121026,24.03346409363487,30.74457123827566
ST,2025-07-04,80.2,-2.24,5.59,"Davis, Noah",643289,663562,single,hit_into_play,,,,,7,Mauricio Dubón singles on a ground ball to shortstop Mookie Betts. Cooper Hummel to 2nd.,R,R,R,LAD,HOU,X,6,ground_ball,0,1,2025,1.39,0.06,-0.37,1.78,,,669450,1,6,Top,119.22,143.62,,,,,1.519520223239808,-116.7730693,-1.812556496,12.35927160813416,22.99379265146112,-31.53849007,3.36,1.61,104,69.4,11,79.6,2769,5.9,777235,669257,518692,669242,571771,605141,624424,681624,606192,54.59,0.289,0.265,0.9,1,1,0,2,57,2,Sweeper,1,13,13,1,13,1,13,1,Standard,Standard,50,0,0.446,71.5,8.2,0.327,-0.446,88,-12,12,0.000545106,0.9994548937262648,28,30,28,31,2,3,33,1,26,1,3.5,-1.39,-1.39,28.9,16.520719883023474,-31.92428768,33.55801706557925,31.613133254527423,52.201706664193324
SL,2025-07-04,86.5,2.73,5.93,"Luzardo, Jesús",669289,666200,strikeout,swinging_strike,,,,,13,Santiago Espinal strikes out swinging.,R,R,L,PHI,CIN,S,2,,1,2,2025,0,0.09,-1.2,1.02,682622,,677956,2,2,Top,,,,,,,-9.269016645,-125.6789332,-5.631706349,1.8374052096724143,24.62627756218563,-30.28065434,3.39,1.6,,,,85.7,2402,5.8,777255,592663,547180,624641,664761,607208,805249,679032,592206,54.7,,0,0,1,0,0,,16,4,Slider,3,1,1,3,1,3,1,3,Standard,Standard,119,0.057,-0.18,23.8,7,,0.18,,2,-2,0.6974598147169391,0.3025401852830609,27,30,28,31,1,0,6,2,5,1,2.96,0,0,32.2,-18.43216662,-4.160328352,48.59166124654303,19.34192698166551,23.998325396529253
SI,2025-07-04,91.3,-2.84,5.31,"Hagenman, Justin",518934,663795,,ball,,,,,13,Ball,R,R,R,NYM,NYY,B,,,0,0,2025,-1.37,1.34,-0.9,2.35,,,,0,3,Top,,,,,,,7.8140867364645095,-132.7111332,-4.41149033,-17.91045395,30.575125011215437,-15.56953328,3.5,1.65,,,,90.8,2184,6.2,777250,620443,624413,643446,683146,596019,607043,621438,665742,54.31,,,,,,,,19,1,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,226,0,0.041,,,,-0.041,,0,0,0.4999999999993272,0.5000000000006728,28,36,29,37,1,0,15,2,6,1,1.41,1.37,1.37,27.4,,,,,
FF,2025-07-04,94.3,-1.75,6.2,"Paddack, Chris",643376,663978,field_out,hit_into_play,,,,,1,Danny Jansen pops out to third baseman Royce Lewis in foul territory.,R,R,R,MIN,TB,X,5,popup,2,2,2025,-0.76,1.4,-0.8,3.3,,,,2,3,Top,85.86,179.97,,,,,4.215680150813372,-137.3225755,-5.037293184,-10.49281715,29.529380125050963,-13.55713701,3.35,1.51,155,78.9,64,95.7,2153,7,777247,680777,664034,650489,668904,621043,664056,621439,663616,53.52,0.009,0.009,0,1,0,0,3,17,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0.011,-0.224,71.8,6.5,0.012,0.224,88,0,0,0.5433894082581788,0.45661059174182117,29,30,29,30,1,0,5,3,6,1,1.16,0.76,0.76,50.5,23.97815443,-11.95728792,25.49199215324867,30.617223052565258,32.31632233875038
SL,2025-07-04,84.3,-3.17,5.28,"Hagenman, Justin",683011,663795,strikeout,swinging_strike,,,,,14,Anthony Volpe strikes out swinging.,R,R,R,NYM,NYY,S,2,,1,2,2025,0.04,0.27,0.76,1.38,,,,2,2,Top,,,,,,,9.063421631762528,-122.3781186,-3.120640374,-1.61224994,26.81768401,-29.01558465,3.4,1.58,,,,84,2476,6.5,777250,620443,624413,643446,683146,596019,607043,621438,665742,54.02,,0,0,1,0,0,,15,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,100,0.01,-0.182,72,8.9,,0.182,,0,0,0.5403795079372827,0.45962049206271727,28,24,29,24,1,0,15,1,6,1,2.98,-0.04,-0.04,28.9,24.199413802349675,-20.63548782,35.923966940360685,46.10155547657649,46.28460071251314
SL,2025-07-04,87.6,-1.93,6.12,"Senzatela, Antonio",805367,622608,,ball,,,,,14,Ball,R,R,R,COL,CWS,B,,,1,0,2025,0.47,0.51,0.96,0.98,,,,2,3,Top,,,,,,,5.979839979554193,-127.364534,-7.338423384,4.023147819016306,23.11613179808807,-25.38029082,3.07,1.46,,,,87.5,2329,6,777243,696100,669911,642731,641857,690022,687597,666160,671289,54.49,,,,,,,,19,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,208,0,0.065,,,,-0.065,,0,0,0.5433894082581788,0.45661059174182117,30,23,30,24,2,1,6,1,5,2,2.44,-0.47,-0.47,44.3,,,,,
CH,2025-07-04,86.8,2.62,5.85,"Luzardo, Jesús",669289,666200,,foul,,,,,8,Foul,R,R,L,PHI,CIN,S,,,1,1,2025,1.08,0.61,0.14,1.94,682622,,677956,2,2,Top,,,,,,,-8.066174998,-126.2407003,-4.418767816,13.08493146737461,23.565482167031146,-24.8996825,3.39,1.6,181,67.4,24,86.4,2100,5.9,777255,592663,547180,624641,664761,607208,805249,679032,592206,54.63,,,,,,,,16,3,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,117,0.009,-0.056,,,,0.056,88,2,-2,0.6974598147169391,0.3025401852830609,27,30,28,31,1,0,6,2,5,1,2.39,1.08,-1.08,34.6,,,,,
FF,2025-07-04,93.9,-1.65,5.47,"Rea, Colin",680977,607067,home_run,hit_into_play,,,,,4,Brendan Donovan homers (7) on a fly ball to left center field.,R,L,R,CHC,STL,X,,fly_ball,3,1,2025,-0.54,1.13,-0.64,2.6,,,,0,4,Top,67.12,63.94,,,,,3.8413801964580014,-136.7136877,-4.249470518,-7.603799048,31.540007700857345,-17.23730553,3.32,1.61,365,98.8,26,94.5,2120,6.7,777246,608348,683737,663538,807713,621020,664023,691718,663656,53.79,0.437,0.736,2,1,0,3,6,27,5,4-Seam Fastball,7,0,0,7,1,7,1,7,Infield shade,Standard,217,-0.013,0.935,69.6,6.6,1.33,-0.935,98.8,7,-7,0.9699309497329816,0.03006905,34,28,35,28,2,1,6,2,6,1,1.46,0.54,-0.54,28.2,3.511940606410988,12.147523858921192,24.226082069590994,45.13318429238683,19.826023716161323
CH,2025-07-04,85.5,1.59,5.78,"Holton, Tyler",682657,663947,,ball,,,,,13,Ball,R,R,L,CLE,DET,B,,,1,0,2025,0.93,0.56,-1.08,0.75,,,,1,7,Bot,,,,,,,-8.250247086,-124.1724307,-6.709929436,11.304374094996792,24.85379819357385,-25.22188305,3.15,1.35,,,,86.2,1739,6.8,777249,693307,679529,650402,656716,700242,663837,678009,672761,53.69,,,,,,,,57,2,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,115,-0.011,0.071,,,,-0.071,,-1,-1,0.3156725683183349,0.3156725683183349,29,23,29,23,1,2,2,1,3,1,2.57,0.93,-0.93,38.3,,,,,
SI,2025-07-04,93.5,-1.48,5.73,"Houser, Adrian",692585,605288,,called_strike,,,,,2,Called Strike,R,L,R,COL,CWS,S,,,1,0,2025,-1.29,0.49,0.22,3.3,,,,0,3,Bot,,,,,,,7.275080011815228,-136.0935607,-1.63370721,-17.54719172,28.23265206086726,-25.85665319,3.47,1.59,,,,94.5,2104,6.7,777243,700337,678246,805367,668942,695657,572191,681460,643565,53.76,,,,,,,,20,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,230,-0.001,-0.05,,,,0.05,,0,0,0.5552305102216104,0.5552305102216104,32,22,32,22,1,0,6,2,5,1,2.1,1.29,-1.29,36.9,,,,,
SI,2025-07-04,91.9,-2.04,5.09,"McCullers Jr., Lance",571771,621121,,called_strike,,,,,5,Called Strike,R,R,R,LAD,HOU,S,,,0,0,2025,-1.27,0.37,-0.14,2.63,,,,0,3,Bot,,,,,,,7.544636155582463,-133.720039,-1.214633859,-16.78215505,26.21876043,-27.71587506,3.61,1.67,,,,92,2232,6.1,777235,605170,572233,514888,670623,643289,666211,676694,701358,54.37,,,,,,,,27,1,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,230,-0.011,-0.039,,,,0.039,,-5,-5,0.10977601227492914,0.10977601227492914,31,33,32,34,1,0,6,2,7,1,2.31,1.27,1.27,25.2,,,,,
SL,2025-07-04,81.9,-1.75,5.87,"Strider, Spencer",681297,675911,strikeout,called_strike,,,,,1,Colton Cowser called out on strikes.,R,L,R,ATL,BAL,S,2,,1,2,2025,0.23,0.19,-0.44,3.44,,,,0,2,Top,,,,,,,2.532905649182199,-119.4355131,0.6364461453468089,1.7708774079434852,20.749137937332215,-30.67809582,3.42,1.55,,,,83.3,2296,6.9,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.63,,0,0,1,0,0,,10,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,101,0.023,-0.189,,,,0.189,,0,0,0.4999999999974131,0.5000000000025868,26,25,27,25,1,0,5,2,6,1,3.17,-0.23,0.23,45,,,,,
FF,2025-07-04,93.4,-1.45,6.47,"Giolito, Lucas",682928,608337,,ball,,,,,12,Ball,R,L,R,WSH,BOS,B,,,0,0,2025,-0.22,1.61,0.72,4.53,,,696285,2,3,Bot,,,,,,,6.119292624722118,-135.8476356,-2.758605291,-4.173625198,32.95501355168607,-11.97668259,3.63,1.61,,,,93.7,2148,6.7,777245,665966,647351,666152,691785,596115,680776,678882,677800,53.78,,,,,,,,25,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Strategic,206,-0.009,0.035,,,,-0.035,,-2,-2,0.296697646,0.296697646,30,24,31,25,2,1,6,1,5,1,1.03,0.22,-0.22,57.3,,,,,
ST,2025-07-04,81.3,-2.42,5.4,"Black, Mason",672016,696131,,foul,,,,,14,Foul,R,R,R,ATH,SF,S,,,1,0,2025,1.37,-0.38,1.17,2.13,,,,0,6,Bot,,,,,,,5.404358491492557,-118.1691158,0.10481491742059745,11.55154086626749,25.906744092241002,-35.92782002,3.33,1.59,,,,80.9,2434,6.4,777244,672275,527038,666149,642727,642715,671218,808982,682641,54.07,,,,,,,,50,2,Sweeper,6,0,6,0,0,6,6,0,Standard,Strategic,42,0.002,-0.05,75.9,7.6,,0.05,,6,6,0.9862216330018561,0.9862216330018561,25,25,26,25,1,2,,2,,1,3.88,-1.37,-1.37,27.6,-1.201534798,16.896013250611922,29.441651802955896,49.09140243401306,20.36592298010074
FF,2025-07-04,93.6,-1.72,5.79,"Ross, Joe",663886,605452,walk,ball,,,,,12,Tyler Stephenson walks. Spencer Steer to 2nd.,R,R,R,PHI,CIN,B,,,3,2,2025,-0.16,0.68,0.6,3.71,,,668715,0,5,Top,,,,,,,6.3785125383247765,-136.1576039,-1.09984058,-3.461485754,32.41679062238711,-23.68164261,3.36,1.62,,,,93.7,2218,6.5,777255,592663,547180,624641,664761,607208,805249,679032,592206,53.95,,0.691497,0.7,1,0,0,,44,8,4-Seam Fastball,4,7,7,4,7,4,7,4,Standard,Standard,196,-0.034,0.34,,,,-0.34,,-3,3,0.14497698684885596,0.855023013,32,28,32,29,1,2,6,2,5,1,1.94,0.16,0.16,34.2,,,,,
SI,2025-07-04,95.1,-2.14,5.62,"Davis, Noah",643289,663562,,called_strike,,,,,2,Called Strike,R,R,R,LAD,HOU,S,,,0,0,2025,-1.32,0.74,0.05,3.26,,,669450,1,6,Top,,,,,,,8.584100069405178,-138.3370888,-2.18956705,-18.79417277,29.851933721013367,-22.32479311,3.39,1.49,,,,94.2,2283,5.7,777235,669257,518692,669242,571771,605141,624424,681624,606192,54.81,,,,,,,,57,1,Sinker,1,13,13,1,13,1,13,1,Strategic,Standard,232,0,-0.04,,,,0.04,,-12,12,0.000545106,0.9994548937262648,28,30,28,31,2,3,33,1,26,1,1.77,1.32,1.32,29.1,,,,,
FF,2025-07-04,92.2,1.48,5.73,"Falter, Bailey",702284,663559,,called_strike,,,,,8,Called Strike,R,L,L,SEA,PIT,S,,,2,1,2025,0.29,1.45,0.1,1.5,,,,0,3,Bot,,,,,,,-4.20813571,-134.1195811,-8.203170094,4.435129212269555,28.775974543214264,-13.11575699,3.27,1.55,,,,93.8,2154,7.2,777236,663698,687462,693304,663647,643396,624428,665833,668804,53.26,,,,,,,,20,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,172,0.008,-0.073,,,,0.073,,2,2,0.7644750787914142,0.7644750787914142,28,21,28,22,1,0,6,1,5,1,1.23,0.29,0.29,57.6,,,,,
SI,2025-07-04,86.9,-2.67,6.06,"Hendricks, Kyle",695238,543294,,swinging_strike,,,,,11,Swinging Strike,R,L,R,TOR,LAA,S,,,0,1,2025,-0.84,0.56,-0.12,3.4,,,,1,3,Bot,,,,,,,7.713291873453852,-126.4544758,-1.365759035,-10.50502297,24.41291177063738,-26.09558124,3.22,1.43,,,,85.8,2070,5.5,777242,681351,694384,677060,650859,687263,621493,666176,672569,55.01,,,,,,,,18,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,208,-0.001,-0.052,63,4.9,,0.052,,0,0,0.5303767125250396,0.5303767125250396,35,26,36,27,1,0,6,1,5,1,2.45,0.84,-0.84,42.8,-9.975703694,34.73840604021033,29.789558249348882,35.98240804724578,11.379527004639172
FF,2025-07-04,92.1,1.74,5.76,"Bubic, Kris",606466,663460,,called_strike,,,,,9,Called Strike,R,R,L,AZ,KC,S,,,1,1,2025,0.25,1.6,0.45,2.01,,,694374,2,2,Bot,,,,,,,-3.855164311,-133.9719136,-7.228659389,3.826117258025859,27.903056130492104,-11.52066473,3.61,1.69,,,,93.2,2472,6.9,777248,666023,686469,663697,672580,677951,592192,670231,695506,53.64,,,,,,,,25,3,4-Seam Fastball,2,6,2,6,6,2,2,6,Standard,Standard,156,-0.011,-0.073,,,,0.073,,-4,-4,0.15885911802742853,0.15885911802742853,27,31,28,32,2,1,5,1,5,2,1.08,0.25,-0.25,43.5,,,,,
CU,2025-07-04,75.8,-1.11,5.31,"Stroman, Marcus",596019,573186,,foul,,,,,8,Foul,R,L,R,NYM,NYY,S,,,0,1,2025,1.48,-0.45,-0.16,1.6,,,,0,3,Bot,,,,,,,-0.647660659,-110.2786111,0.22344277958797965,12.046183201220453,22.90683549427388,-36.07296655,3.5,1.56,6,95,-14,74.1,2630,5.4,777250,641555,502671,518934,665862,683011,691176,641355,592450,55.05,,,,,,,,22,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,55,-0.001,-0.055,71.1,7.9,,0.055,95,0,0,0.5552305102216104,0.5552305102216104,34,31,34,32,2,1,5,1,6,1,4.47,-1.48,1.48,38.8,14.25311689339111,-6.793021474,39.39089065679105,38.54490464,36.326012331555965
SV,2025-07-04,80.9,-2.76,5.97,"Soroka, Michael",691785,647336,strikeout,swinging_strike_blocked,,,,,14,Marcelo Mayer strikes out swinging.,R,L,R,WSH,BOS,S,2,,2,2,2025,0.82,-0.97,1.4,0.85,,596115,,0,2,Top,,,,,,,7.641360831538702,-117.6093745,-2.929337225,6.293878082487018,21.207380578864015,-40.87357374,3.62,1.67,,,,80.5,2954,5.9,777245,660688,663993,671277,691781,682928,695578,696285,695734,54.57,,0,0,1,0,0,,10,5,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,45,0.043,-0.286,24.2,7,,0.286,,0,0,0.4369516003794805,0.5630483996205196,27,22,28,23,1,0,6,2,6,2,4.45,-0.82,0.82,37.5,15.428125269017128,-4.813103235,23.578891081427624,18.38979162683396,33.15999910141282
FF,2025-07-04,95.9,-1.41,5.1,"Woo, Bryan",663698,693433,,foul,,,,,5,Foul,R,R,R,SEA,PIT,S,,,0,0,2025,-0.63,1.28,-0.09,2.25,,,,2,2,Top,,,,,,,4.912996761734179,-139.5428501,-4.872000203,-9.31766441,29.836230122420773,-14.58085486,3.41,1.56,193,76.8,19,96.3,2482,6.4,777236,641598,456781,702284,810938,641487,668227,677594,664238,54.12,,,,,,,,13,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,220,0.008,-0.043,77.7,7.5,,0.043,88,2,-2,0.7370182601606069,0.2629817398393931,25,28,25,29,1,0,6,4,6,1,1.19,0.63,0.63,27.9,2.9126884243189473,-4.58010641,40.34503979169465,34.58598546780584,32.05667565722184
SL,2025-07-04,83.6,-2.92,6.06,"Olson, Reese",682657,681857,,foul,,,,,4,Foul,R,L,R,CLE,DET,S,,,1,1,2025,0.61,-0.23,-0.62,2.4,,666310,,1,2,Bot,,,,,,,4.086661945818977,-121.9322103,-1.691682061,5.448792974048044,19.952511947556566,-34.36727838,3.21,1.44,90,71.4,80,83.9,2908,6,777249,693307,679529,650402,690993,656716,663837,678009,672761,54.53,,,,,,,,19,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,61,0.003,-0.061,64.3,7.5,,0.061,88,1,1,0.6735297438502884,0.6735297438502884,25,23,26,23,1,0,48,1,5,1,3.43,-0.61,0.61,36.9,15.140825197636076,-0.705507219,26.412376917130675,41.94479398515538,37.345980622498146
SI,2025-07-04,93.3,-1.88,4.83,"Warren, Austin",683011,681810,,ball,,,,,14,Ball,R,R,R,NYM,NYY,B,,,1,1,2025,-1.57,0.67,1.55,1.57,,,641555,1,6,Top,,,,,,,12.305000983174263,-135.2601011,-4.073898766,-21.98197523,29.553698086235812,-23.16153792,3.43,1.65,,,,93.5,2305,6.6,777250,620443,624413,643446,683146,596019,607043,621438,665742,53.88,,,,,,,,49,3,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,237,-0.01,0.063,,,,-0.063,,-2,2,0.21974898851576397,0.780251011,29,24,29,24,1,2,8,1,6,1,1.97,1.57,1.57,27.4,,,,,
SI,2025-07-04,93,-1.77,6.01,"Vásquez, Randy",543309,681190,,ball,,,,,14,Ball,R,R,R,SD,TEX,B,,,2,2,2025,-1.44,0.68,0.9,1.51,,,,1,3,Top,,,,,,,9.914678948593625,-134.9540567,-7.149001632,-19.78876176,31.273341126979144,-22.40807425,3.5,1.71,,,,92,2374,6,777239,455117,650333,630105,592518,593428,657757,701538,665487,54.54,,,,,,,,16,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216,0,0.104,,,,-0.104,,0,0,0.5250391702700967,0.4749608297299033,26,35,27,35,1,0,6,4,6,1,1.99,1.44,1.44,32.5,,,,,
SI,2025-07-04,90.4,1.13,6.07,"Rodriguez, Eduardo",686469,593958,,foul,,,,,6,Foul,R,L,L,AZ,KC,S,,,0,0,2025,1.15,0.78,0.8,2.35,670231,663697,677951,0,2,Top,,,,,,,-3.264935748,-131.5956819,-4.997464409,14.020266896400852,26.69852978073472,-22.30321585,3.56,1.65,55,109.5,0,90.5,2310,6.2,777248,645444,647304,606466,677942,672695,666971,694374,545341,54.26,,,,,,,,18,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,164,-0.009,-0.045,71.4,7.2,,0.045,109.5,-2,2,0.18358602582719283,0.8164139741728071,32,27,32,28,2,1,5,1,6,1,2,1.15,1.15,44.6,10.152497339538565,-23.17117176,30.714411798850566,28.652688191036013,36.518235510161105
ST,2025-07-04,84.8,-2.19,5.19,"Perkins, Jack",642086,678022,,foul,,,,,5,Foul,R,L,R,ATH,SF,S,,,2,2,2025,1.34,0.39,-0.04,2.26,,,,0,9,Top,,,,,,,2.3352850967582213,-123.4436184,-1.251199207,13.146648560178404,26.81143027154804,-28.19037653,3.23,1.57,154,72.4,68,84.4,2719,6.2,777244,669127,701762,680869,691777,680474,691016,672016,671732,54.26,,,,,,,,71,6,Sweeper,11,1,1,11,1,11,1,11,Strategic,Standard,67,-0.001,0,62.8,7.1,,0,88,10,-10,0.9999227822077663,7.72178E-05,25,30,26,30,1,0,6,1,7,1,2.8,-1.34,1.34,28.1,4.702866977956117,-12.14351905,37.87807921791017,33.87823609680942,32.79102914416437
