"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-07-04","90.9","0.9","6.03","Rodriguez, Eduardo",521692,593958,"strikeout","swinging_strike",,,,,2,"Salvador Perez strikes out swinging.","R","R","L","AZ","KC","S",2,,2,2,2025,"0.83","0.9","0.17","3.7",,,,1,4,"Top",,,,,,,-3.6042742728644894,-132.50950203856186,-1.9446501407068761,10.529988753444243,25.580213398813857,-21.267444573377244,"3.64","1.69",,,,"91.4",2277,"6.2",777248,645444,647304,606466,677942,672695,666971,694374,545341,"54.25",,0,"0",1,0,0,,37,5,"Sinker",2,8,8,2,8,2,8,2,"Standard","Standard",159,"-0.004","-0.228","72.4","7.1",,"0.228",,-6,6,0.05332542977655644,0.9466745702234436,32,35,32,35,3,2,5,1,6,1,"1.82","0.83","-0.83","43.2",11.670308887139841,9.721191221156944,25.443542445488205,37.567792011700064,18.95281731492666
"ST","2025-07-04","85","-1.43","4.92","Woo, Bryan",668804,693433,,"swinging_strike",,,,,14,"Swinging Strike","R","L","R","SEA","PIT","S",,,0,1,2025,"1.07","0.4","1.35","1.44",,,,0,6,"Top",,,,,,,4.371193829400067,-123.78774873890558,-2.6220867537115438,10.057891354142958,25.740850062165052,-27.782370873446,"3.21","1.53",,,,"85",2489,"6.3",777236,641598,456781,702284,810938,641487,668227,677594,664238,"54.17",,,,,,,,39,2,"Sweeper",3,0,0,3,0,3,0,3,"Standard","Standard",68,"0.009","-0.055","32.7","6.0",,"0.055",,3,-3,0.8627053425974192,0.13729465740258084,25,30,25,30,3,2,6,2,6,1,"2.76","-1.07","1.07","26.1",-7.2202830888517,24.475561842348352,44.28309842640533,20.400598871554195,13.595199274273785
"SL","2025-07-04","87.6","-1.57","6.33","Giolito, Lucas",605137,608337,"strikeout","called_strike",,,,,8,"Josh Bell called out on strikes.","R","L","R","WSH","BOS","S",2,,1,2,2025,"0.2","0.36","0.2","1.69",,,,0,7,"Bot",,,,,,,3.85893822485323,-127.68610830740201,-5.945811649595228,1.5491299612141554,21.77733491043732,-27.30846558656551,"3.75","1.75",,,,"88.1",2004,"6.2",777245,665966,647351,666152,691785,596115,680776,678882,677800,"54.34",,0,"0",1,0,0,,62,4,"Slider",1,9,1,9,9,1,1,9,"Infield shade","Strategic",203,"-0.002","-0.189",,,,"0.189",,-8,-8,0.005329982370260183,0.005329982370260183,30,32,31,33,3,2,6,1,5,1,"2.56","-0.2","0.2","49.8",,,,,
"CH","2025-07-04","84.5","-1.46","5.78","Houser, Adrian",692585,605288,,"ball",,,,,14,"Ball","R","L","R","COL","CWS","B",,,0,0,2025,"-0.49","1.11","0.57","1.06",,,,0,8,"Bot",,,,,,,5.769326898033555,-122.9417417873238,-6.931974042426118,-6.066820879613922,22.49977275286033,-19.770253818493607,"3.5","1.6",,,,"85.6",1783,"6.8",777243,700337,678246,805367,668942,695657,572191,681460,643565,"53.7",,,,,,,,62,1,"Changeup",2,3,2,3,3,2,2,3,"Infield shade","Standard",237,"-0.011","0.041",,,,"-0.041",,-1,-1,0.30790789624164067,0.30790789624164067,32,22,32,22,3,2,6,2,5,1,"2.07","0.49","-0.49","36.7",,,,,
"FF","2025-07-04","92.3","-2.75","5.75","Soroka, Michael",647351,647336,,"ball",,,,,11,"Ball","R","L","R","WSH","BOS","B",,,1,1,2025,"-0.75","1.13","-1.1","3.28",,701350,,0,5,"Top",,,,,,,5.82740767613889,-134.43614956169398,-2.960941527536661,-10.26975967050086,26.832027504990386,-18.021808865750117,"3.37","1.6",,,,"92.7",2454,"6.3",777245,660688,663993,671277,691781,682928,695578,696285,695734,"54.21",,,,,,,,36,3,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",217,"-0.009","0.045",,,,"-0.045",,-2,2,0.2005233265903506,0.7994766734096495,27,28,28,29,3,2,6,2,6,1,"1.53","0.75","-0.75","33.2",,,,,
"CU","2025-07-04","75.3","-2.14","6.83","Mikolas, Miles",683737,571945,,"called_strike",,,,,2,"Called Strike","R","L","R","CHC","STL","S",,,0,0,2025,"0.89","-1.11","0.12","3.09",691718,,,2,5,"Bot",,,,,,,3.1068981896381667,-109.56875272785213,1.3802332505762975,6.573022945978826,20.670838515820453,-41.54369714456939,"3.25","1.37",,,,"74.8",2576,"6.1",777246,686780,575929,680977,571448,691026,663457,687363,676475,"54.39",,,,,,,,41,1,"Curveball",7,1,7,1,1,7,7,1,"Infield shade","Standard",32,"0.003","-0.044",,,,"0.044",,6,6,0.9770246051497854,0.9770246051497854,36,27,37,28,3,2,6,1,6,1,"5.15","-0.89","0.89","51.1",,,,,
"SI","2025-07-04","96.4","-1.58","6.06","Senzatela, Antonio",678246,622608,,"foul",,,,,7,"Foul","R","R","R","COL","CWS","S",,,3,1,2025,"-0.8","0.92","-0.52","2.09",,,643217,2,5,"Top",,,,,,,4.61366541445223,-140.45419356980545,-7.121323342776813,-11.545588033873315,25.973241082338767,-18.72995177659563,"3.45","1.62",5,"108.5",-23,"96.8",2307,"6",777243,696100,669911,642731,641857,690022,687597,666160,671289,"54.45",,,,,,,,36,5,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",212,"-0.011","-0.094","74.8","8.0",,"0.094","108.5",-2,2,0.270266614615003,0.729733385384997,30,25,30,26,3,2,6,1,5,2,"1.5","0.8","0.8","47.4",19.704014358051943,-10.370312622481144,39.55204757143356,28.608898288701376,33.19965649803386
"CU","2025-07-04","81.2","-2.66","5.42","Morton, Charlie",595777,450203,,"called_strike",,,,,8,"Called Strike","R","L","R","ATL","BAL","S",,,0,0,2025,"1.29","-0.94","0.02","1.74",,,,0,6,"Bot",,,,,,,3.5276297468264217,-118.24735693914177,0.19273601091421178,11.394801019195587,23.665182515967036,-41.204320592791035,"3.27","1.56",,,,"81.3",3174,"6.4",777252,596142,656811,702616,676059,683002,681297,656775,657656,"54.1",,,,,,,,47,1,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",59,"-0.012","-0.039",,,,"0.039",,-3,-3,0.16252541019948424,0.16252541019948424,41,32,42,32,3,2,10,1,6,1,"4.4","-1.29","1.29","21.4",,,,,
"FC","2025-07-04","88.5","-2.2","6.16","Paddack, Chris",650490,663978,,"called_strike",,,,,8,"Called Strike","R","R","R","MIN","TB","S",,,2,0,2025,"-0.01","0.71","-0.19","2.06",,,666139,0,6,"Top",,,,,,,5.010536813546479,-128.82076834189286,-5.559805896555418,-1.0312130899491918,23.496680382331657,-23.3234341944112,"3.45","1.44",,,,"90.2",2009,"7",777247,680777,664034,650489,668904,621043,664056,621439,663616,"53.48",,,,,,,,41,3,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",206,"0.007","-0.066",,,,"0.066",,1,-1,0.5995158434797883,0.40048415652021174,29,33,29,34,3,2,5,2,6,1,"2.17","0.01","0.01","46.8",,,,,
"SI","2025-07-04","92.1","-1.66","5.48","Rea, Colin",575929,607067,,"foul",,,,,7,"Foul","R","R","R","CHC","STL","S",,,0,0,2025,"-1.01","0.72","-0.57","2.2",,,676475,0,7,"Top",,,,,,,5.01151599070277,-134.04407840070775,-4.045128131637891,-13.319388870988407,30.344378958452616,-22.800421764488473,"3.53","1.62",3,"87.3",-35,"92.6",2068,"6.7",777246,608348,683737,663538,807713,621020,664023,691718,663656,"53.81",,,,,,,,50,1,"Sinker",8,1,1,8,1,8,1,8,"Standard","Standard",215,"0.003","-0.043","75.9","9.0",,"0.043","88.0",7,-7,0.9854961153876336,0.014503884612366402,34,33,35,33,3,2,6,3,6,1,"1.97","1.01","1.01","30.8",30.822130444692036,-19.5329747029611,32.42097686310583,31.754504120982062,41.154724423415196
"FF","2025-07-04","92.6","1.18","4.88","Sears, JP",642715,676664,"field_out","hit_into_play",,,,,5,"Willy Adames lines out to shortstop Jacob Wilson.","R","R","L","ATH","SF","X",6,"line_drive",1,2,2025,"1.21","1.22","-0.07","2.68",,,,0,6,"Top",100.03,144.07,,,,,-5.841873872147902,-134.63274896892918,-2.4244123691201604,15.963816941670292,31.669566866710106,-17.038894940744736,"3.52","1.71",156,"81.2",15,"92.6",2046,"6.5",777244,669127,701762,680869,691777,805779,691016,672016,671732,"54",0.909,0.856,"0",1,0,0,4,46,4,"4-Seam Fastball",6,0,0,6,0,6,0,6,"Infield shade","Standard",131,"0.01","-0.189","70.2","7.8",1.022,"0.189","88.0",6,-6,0.9732354106415454,0.026764589358454605,29,29,29,30,3,2,6,1,6,1,"1.46","1.21","-1.21","27.8",18.23163429747951,6.091418453783752,38.54197182558263,35.48553799781897,26.150188049738667
"SI","2025-07-04","93","-2.14","5","McCullers Jr., Lance",681624,621121,,"ball",,,,,11,"Ball","R","R","R","LAD","HOU","B",,,0,1,2025,"-0.92","0.33","-0.36","3.8",,669257,,2,6,"Bot",,,,,,,6.538393154611647,-135.3747535626128,1.8993146397270455,-12.664587521658015,26.23530240972429,-28.68104452586906,"3.54","1.6",,,,"93.1",2272,"6.1",777235,605170,572233,514888,670623,643289,669450,676694,701358,"54.39",,,,,,,,65,2,"Sinker",1,17,1,17,17,1,1,17,"Standard","Standard",228,"0.001","0.015",,,,"-0.015",,-16,-16,0.00001676511503867813,0.00001676511503867813,31,24,32,25,3,2,6,1,7,1,"2.28","0.92","0.92","23.5",,,,,
"CU","2025-07-04","81.2","-1.55","6.09","Alcantara, Sandy",668930,645261,,"ball",,,,,14,"Ball","R","L","R","MIA","MIL","B",,,1,0,2025,"0.34","-0.36","0.11","1.08",,,,0,6,"Top",,,,,,,3.0522964717363035,-118.1715724530062,-3.8059107469102376,2.5251280908052043,25.825846390825404,-34.89130052894587,"3.33","1.49",,,,"80.2",2386,"5.9",777254,663743,676572,669364,681393,672640,669065,667472,660821,"54.58",,,,,,,,48,2,"Curveball",5,5,5,5,5,5,5,5,"Standard","Standard",50,"0","0.077",,,,"-0.077",,0,0,0.4999999999999983,0.5000000000000018,29,25,30,26,3,2,6,1,5,1,"3.85","-0.34","0.34","35.1",,,,,
"CH","2025-07-04","86.2","1.94","5.56","Bubic, Kris",694374,663460,,"blocked_ball",,,,,13,"Ball In Dirt","R","R","L","AZ","KC","B",,,0,0,2025,"1.06","0.13","-0.77","0.82",,,677942,2,6,"Bot",,,,,,,-8.64083624428474,-125.25858656544474,-5.334947634440446,12.837019763126134,23.94259696420867,-29.971189774687453,"3.47","1.65",,,,"86.9",1750,"6.7",777248,666023,686469,663697,672580,677951,592192,670231,695506,"53.81",,,,,,,,58,1,"Changeup",3,9,3,9,9,3,3,9,"Standard","Standard",114,"-0.004","0.035",,,,"-0.035",,-6,-6,0.022683127070464767,0.022683127070464767,27,26,28,26,3,2,5,1,5,67,"2.94","1.06","-1.06","35.3",,,,,
"FF","2025-07-04","93.9","-3.04","5.96","Olson, Reese",680757,681857,,"called_strike",,,,,1,"Called Strike","R","L","R","CLE","DET","S",,,1,0,2025,"-0.8","1.21","-0.3","2.75",,,,1,5,"Bot",,,,,,,8.806459469475678,-136.45016141620945,-5.233946407238416,-11.89902949193702,29.97572466933686,-16.015157593332106,"3.17","1.35",,,,"93.4",2333,"6",777249,693307,679529,650402,690993,656716,663837,678009,672761,"54.46",,,,,,,,42,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",222,"-0.009","-0.049",,,,"0.049",,-1,-1,0.3815237872182657,0.3815237872182657,25,27,26,28,3,2,48,1,5,1,"1.38","0.8","-0.8","37.2",,,,,
"FF","2025-07-04","95.2","-1.68","5.81","Cecconi, Slade",682985,677944,,"ball",,,,,12,"Ball","R","L","R","CLE","DET","B",,,1,0,2025,"-0.74","1.3","0.56","3.77",,,,1,5,"Top",,,,,,,7.5537826181971965,-138.47715932959053,-2.623335146378725,-11.255548466093916,30.55381123825896,-15.023347087382241,"3.59","1.65",,,,"95.5",2309,"6.4",777249,666310,467793,682657,608070,682177,680757,657041,666134,"54.05",,,,,,,,39,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Infield shade","Standard",218,"-0.007","0.071",,,,"-0.071",,-1,1,0.3857254489731511,0.6142745510268489,26,24,26,25,3,2,6,1,5,1,"1.21","0.74","-0.74","38.1",,,,,
"SL","2025-07-04","81.7","-1.92","5.79","Strider, Spencer",657656,675911,,"foul",,,,,7,"Foul","R","R","R","ATL","BAL","S",,,0,1,2025,"0.6","0.04","-0.6","1.6",,,,0,6,"Top",,,,,,,1.861040623459651,-119.14279469803763,-3.096363055523999,5.40915496394866,20.165937989682124,-31.425851496535167,"3.44","1.58",30,"92.2",-1,"83.4",2407,"7.1",777252,686948,621566,645277,663586,669397,595777,671739,660670,"53.44",,,,,,,,44,2,"Slider",0,3,3,0,3,0,3,0,"Standard","Standard",128,"-0.009","-0.055","70.8","7.5",,"0.055","92.2",-3,3,0.13729465740254557,0.8627053425974545,26,30,27,31,3,2,5,2,6,1,"3.32","-0.6","-0.6","37.9",19.215522185206883,-16.024169650538003,38.64174238418158,32.045379200177116,39.38168984145131
"SI","2025-07-04","93","-2.57","5.44","Rocker, Kumar",592518,677958,"walk","ball",,,,,13,"Manny Machado walks.","R","R","R","SD","TEX","B",,,3,0,2025,"-1.58","0.42","-1.53","1.88",665487,,,1,6,"Bot",,,,,,,6.189488007257008,-135.25251224551403,-4.2580109951231275,-20.754255943159585,32.835293541735126,-26.232436632849474,"3.69","1.63",,,,"93.5",2040,"6.9",777239,543309,669394,543760,669701,608369,696030,694497,666969,"53.64",,0.691497,"0.7",1,0,0,,46,4,"Sinker",1,2,1,2,2,1,1,2,"Infield shade","Standard",233,"0.018","0.061",,,,"-0.061",,-1,-1,0.48369749470205053,0.48369749470205053,25,32,26,33,3,2,6,2,5,1,"2.24","1.58","1.58","21.9",,,,,
"CU","2025-07-04","81.7","-2.66","5.39","Morton, Charlie",663586,450203,"strikeout","swinging_strike_blocked",,,,,14,"Austin Riley strikes out swinging.","R","R","R","ATL","BAL","S",2,,2,2,2025,"1.32","-0.92","0.58","0.81",,,,2,5,"Bot",,,,,,,4.756553859297048,-118.80257595273542,-1.862805882305711,11.325686037802628,25.622693895565032,-40.615662447914765,"3.55","1.62",,,,"81.3",3337,"6.3",777252,596142,656811,702616,676059,683002,681297,656775,657656,"54.17",,0,"0",1,0,0,,43,6,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",58,"-0.02","-0.224","64.0","9.1",,"0.224",,-3,-3,0.14763048189368297,0.14763048189368297,41,28,42,28,3,2,10,1,6,1,"4.37","-1.32","-1.32","22.9",30.10604280807347,-70.82453624833903,33.50180962737088,,
"FF","2025-07-04","92.4","1.05","4.99","Sears, JP",642715,676664,,"swinging_strike",,,,,12,"Swinging Strike","R","R","L","ATH","SF","S",,,1,1,2025,"1.34","1.12","0.84","2.69",,,,0,6,"Top",,,,,,,-3.4697560280444835,-134.5954262813631,-2.5100703564484887,17.081252849204354,29.890195451510472,-18.205445979686996,"3.52","1.71",,,,"92.5",2069,"6.4",777244,669127,701762,680869,691777,805779,691016,672016,671732,"54.13",,,,,,,,46,3,"4-Seam Fastball",6,0,0,6,0,6,0,6,"Infield shade","Standard",130,"0.004","-0.061","67.6","7.7",,"0.061",,6,-6,0.9732354106415454,0.026764589358454605,29,29,29,30,3,2,6,1,6,1,"1.55","1.34","-1.34","28.6",7.7106533858822885,20.296418588125547,31.18422991693849,47.62683834161949,14.006232750626381
"FS","2025-07-04","85.9","-1.73","5.64","Rea, Colin",676475,607067,"walk","ball",,,,,11,"Alec Burleson walks.","R","L","R","CHC","STL","B",,,3,2,2025,"-0.76","0.06","-0.78","3.91",,,,0,7,"Top",,,,,,,3.818343471854208,-125.03532086475317,2.0561231639125293,-8.762458638338142,25.378658401881914,-32.181989726603554,"3.42","1.65",,,,"86.3",1208,"6.6",777246,608348,683737,663538,807713,621020,664023,691718,663656,"53.93",,0.691497,"0.7",1,0,0,,49,6,"Split-Finger",8,1,1,8,1,8,1,8,"Infield shade","Standard",254,"-0.003","0.356",,,,"-0.356",,7,-7,0.9913726851889307,0.008627314811069264,34,26,35,27,3,2,6,2,6,1,"3.03","0.76","-0.76","30.9",,,,,
"FC","2025-07-04","89.2","-2.43","5.61","Rocker, Kumar",592518,677958,,"ball",,,,,14,"Ball","R","R","R","SD","TEX","B",,,2,0,2025,"-0.07","0.99","1.1","0.79",665487,,,1,6,"Bot",,,,,,,8.836258012861611,-129.29966783296842,-7.810254907208285,-2.8562589717466618,30.77601415809718,-19.449131143508122,"3.62","1.63",,,,"88.9",2142,"6.6",777239,543309,669394,543760,669701,608369,696030,694497,666969,"53.85",,,,,,,,46,3,"Cutter",1,2,1,2,2,1,1,2,"Infield shade","Standard",221,"-0.006","0.064",,,,"-0.064",,-1,-1,0.48369749470205053,0.48369749470205053,25,32,26,33,3,2,6,2,5,1,"1.93","0.07","0.07","25.6",,,,,
"SL","2025-07-04","86.8","-0.69","6.17","Littell, Zack",680777,641793,"field_out","hit_into_play",,,,,12,"Ryan Jeffers grounds out, third baseman Junior Caminero to first baseman Jonathan Aranda.","R","R","R","MIN","TB","X",5,"ground_ball",0,0,2025,"0.27","0.34","0.92","2.52",,,,2,6,"Bot",104.11,166.79,,,,,3.278194375764138,-126.44061547285682,-3.2773492124829375,2.3386872088327135,23.42285543213705,-28.09419391441709,"3.35","1.59",2,"74.6",-54,"86.8",2264,"6",777247,643376,666018,664040,691406,673490,663968,802415,666139,"54.47",0.243,0.196,"0",1,0,0,2,48,1,"Slider",1,2,1,2,2,1,1,2,"Infield shade","Standard",179,"-0.027","-0.26","77.5","7.9",0.263,"0.26","88.0",-1,-1,0.3270193929386413,0.3270193929386413,29,28,30,28,3,2,6,1,5,1,"2.66","-0.27","-0.27","39.6",22.328360122390286,-1.785525857677066,20.55451849818555,46.344233744065306,31.530121398750232
"FF","2025-07-04","93.1","-2.26","6","Paddack, Chris",650490,663978,,"ball",,,,,11,"Ball","R","R","R","MIN","TB","B",,,1,0,2025,"-0.94","1.26","-1.44","3.28",,,666139,0,6,"Top",,,,,,,4.233547781224594,-135.5871251754027,-4.081473709408874,-12.458501151834405,27.179339421094742,-15.920372130851051,"3.58","1.57",,,,"94.6",2176,"7",777247,680777,664034,650489,668904,621043,664056,621439,663616,"53.54",,,,,,,,41,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",223,"0.007","0.062",,,,"-0.062",,1,-1,0.5995158434797883,0.40048415652021174,29,33,29,34,3,2,5,2,6,1,"1.35","0.94","0.94","39.4",,,,,
"SL","2025-07-04","85.1","-1.8","5.94","Priester, Quinn",676572,682990,"walk","ball",,,,,14,"Eric Wagaman walks. Kyle Stowers to 2nd.","R","R","R","MIA","MIL","B",,,3,2,2025,"0.4","0.13","0.84","0.15",,,669065,2,5,"Bot",,,,,,,5.427278690749647,-123.65179252589742,-7.544379563671455,3.034157952917617,24.26013312709719,-29.588498893693394,"3.47","1.64",,,,"85.5",2488,"6.6",777254,661388,641343,668930,702332,687401,686555,694192,686217,"53.92",,0.691497,"0.7",1,0,0,,46,7,"Slider",5,5,5,5,5,5,5,5,"Standard","Standard",119,"0.027","0.24",,,,"-0.24",,0,0,0.5310184187247718,0.5310184187247718,24,27,25,28,3,2,6,1,7,1,"3.03","-0.4","-0.4","52.8",,,,,
"FF","2025-07-04","94.1","-1.46","6.34","Giolito, Lucas",605137,608337,,"called_strike",,,,,6,"Called Strike","R","L","R","WSH","BOS","S",,,1,1,2025,"-0.77","1.49","0.36","3.01",,,,0,7,"Bot",,,,,,,6.469240541208788,-136.88397256057817,-6.300424579273214,-11.133742753478744,28.602410792904276,-12.217699062234153,"3.89","1.83",,,,"94.9",2340,"6.6",777245,665966,647351,666152,691785,596115,680776,678882,677800,"53.86",,,,,,,,62,3,"4-Seam Fastball",1,9,1,9,9,1,1,9,"Infield shade","Strategic",211,"-0.001","-0.061",,,,"0.061",,-8,-8,0.005329982370260183,0.005329982370260183,30,32,31,33,3,2,6,1,5,1,"1.07","0.77","-0.77","53.3",,,,,
"FF","2025-07-04","92.1","1.13","5.96","Rodriguez, Eduardo",521692,593958,,"foul",,,,,11,"Foul","R","R","L","AZ","KC","S",,,2,1,2025,"0.34","1.35","-0.85","3.47",,,,1,4,"Top",,,,,,,-5.760030853631289,-134.01210640666517,-3.430633728327729,5.321668784558225,27.91145474950191,-15.354332457307754,"3.64","1.69",145,"75.5",13,"92.1",2349,"6.2",777248,645444,647304,606466,677942,672695,666971,694374,545341,"54.28",,,,,,,,37,4,"4-Seam Fastball",2,8,8,2,8,2,8,2,"Standard","Standard",154,"-0.006","-0.07","62.4","6.3",,"0.07","88.0",-6,6,0.05332542977655644,0.9466745702234436,32,35,32,35,3,2,5,1,6,1,"1.33","0.34","-0.34","41.2",4.757100321185589,10.751798776531082,33.9870352639458,25.8388990521726,17.899268705618205
"CU","2025-07-04","74.4","-1.44","6.01","Cecconi, Slade",682985,677944,,"ball",,,,,13,"Ball","R","L","R","CLE","DET","B",,,0,0,2025,"0.87","-0.99","-1.8","1.81",,,,1,5,"Top",,,,,,,-2.2709882730983093,-108.34835506713485,0.41464945116341245,7.270232609259925,20.827922474210848,-40.23017281525723,"3.56","1.53",,,,"74.1",2364,"6.3",777249,666310,467793,682657,608070,682177,680757,657041,666134,"54.23",,,,,,,,39,1,"Curveball",1,2,2,1,2,1,2,1,"Infield shade","Standard",32,"-0.007","0.039",,,,"-0.039",,-1,1,0.3857254489731511,0.6142745510268489,26,24,26,25,3,2,6,1,5,1,"5.14","-0.87","0.87","47.3",,,,,
"FC","2025-07-04","87","1.66","5.99","Lauer, Eric",687263,641778,"field_out","hit_into_play",,,,,7,"Zach Neto grounds out, shortstop Bo Bichette to first baseman Will Wagner.","R","R","L","TOR","LAA","X",6,"ground_ball",2,2,2025,"-0.3","0.41","-0.43","2.05",,,,1,6,"Top",104.2,141.48,,,,,-4.38447888202045,-126.69417245032442,-4.134796575933751,-2.387213375405063,24.28667363741472,-27.16618344054265,"3.27","1.54",90,"77.2",8,"87.1",2490,"6.2",777242,623168,695238,665926,676391,666182,676914,664770,680718,"54.35",0.289,0.271,"0",1,0,0,2,35,5,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",188,"0.024","-0.228","68.1","6.0",0.296,"0.228","88.0",0,0,0.533536556171333,0.466463443828667,30,24,30,24,3,2,5,1,5,1,"2.58","-0.3","0.3","43.5",-2.1487234220643487,6.2014251592869645,49.138174705791684,24.111527720108583,29.4539908781866
"CH","2025-07-04","88.3","-1.53","4.88","Woo, Bryan",668804,693433,,"swinging_strike",,,,,8,"Swinging Strike","R","L","R","SEA","PIT","S",,,0,0,2025,"-1.46","0.43","0.15","1.7",,,,0,6,"Top",,,,,,,7.138864498358226,-128.35586001857016,-2.5338588430809055,-17.62975772954624,26.612093537368565,-27.126664448759175,"3.21","1.53",,,,"88.6",1969,"6.5",777236,641598,456781,702284,810938,641487,668227,677594,664238,"53.96",,,,,,,,39,1,"Changeup",3,0,0,3,0,3,0,3,"Standard","Standard",246,"0.009","-0.039","77.1","8.1",,"0.039",,3,-3,0.8627053425974192,0.13729465740258084,25,30,25,30,3,2,6,2,6,1,"2.5","1.46","-1.46","22.1",28.901795433988944,-24.84136889767803,38.62240916316551,35.97816038248856,42.92608342725525
"SI","2025-07-04","95.7","-1.47","6.02","Alcantara, Sandy",668930,645261,,"ball",,,,,14,"Ball","R","L","R","MIA","MIL","B",,,0,0,2025,"-1.36","0.53","1","1.96",,,,0,6,"Top",,,,,,,9.509755090888397,-138.84377355573918,-6.167304528583395,-19.8402794793739,34.354621272378594,-23.95917024398409,"3.52","1.65",,,,"94.5",2366,"6",777254,663743,676572,669364,681393,672640,669065,667472,660821,"54.48",,,,,,,,48,1,"Sinker",5,5,5,5,5,5,5,5,"Standard","Standard",232,"0","0.041",,,,"-0.041",,0,0,0.4999999999999983,0.5000000000000018,29,25,30,26,3,2,6,1,5,1,"1.99","1.36","-1.36","32.1",,,,,
"CH","2025-07-04","86.9","1.95","5.71","Bubic, Kris",677942,663460,"single","hit_into_play",,,,,9,"Blaze Alexander singles on a ground ball to center fielder John Rave.","R","R","L","AZ","KC","X",8,"ground_ball",0,1,2025,"0.89","-0.07","0.65","1.91",,,,2,6,"Bot",115.02,87.12,,,,,-4.97743550475292,-126.50516815009759,-2.8233019649905944,10.595587842976741,24.222340567369223,-32.62560862687289,"3.2","1.53",19,"98.3",-5,"87.7",1694,"6.6",777248,666023,686469,663697,672580,677951,592192,670231,695506,"53.9",0.291,0.301,"0.9",1,1,0,2,57,2,"Changeup",3,9,3,9,9,3,3,9,"Standard","Standard",122,"0","0.368","77.1","7.9",0.312,"-0.368","98.3",-6,-6,0.019120263453628016,0.019120263453628016,27,26,28,26,3,2,5,1,5,1,"3.07","0.89","-0.89","38.0",7.316418564152188,7.495702809490949,35.30249658835787,45.140857591732725,22.30507518915201
"FF","2025-07-04","93.1","-2.99","5.98","Olson, Reese",680757,681857,,"ball",,,,,3,"Ball","R","L","R","CLE","DET","B",,,0,0,2025,"-0.76","1.28","0.6","2.92",,,,1,5,"Bot",,,,,,,10.836204550911196,-135.162350412455,-4.9021458855019215,-11.537734707077837,26.714707184124766,-15.578440659319355,"3.13","1.42",,,,"93.1",2355,"6.2",777249,693307,679529,650402,690993,656716,663837,678009,672761,"54.32",,,,,,,,42,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",221,"-0.009","0.039",,,,"-0.039",,-1,-1,0.3815237872182657,0.3815237872182657,25,27,26,28,3,2,48,1,5,1,"1.35","0.76","-0.76","34.1",,,,,
